source_id,source_name,target_id,target_name,type,context,chapter,act,weight
character_68,忌炎,item_76,防护罩,RELATES_TO,忌炎将军与防护罩的修复和残象潮的防御有关,第1章,第6幕,1.0
event_82,残象潮,location_72,今州,LOCATED_AT,残象潮可能直接从今州城内诞生,第1章,第6幕,1.0
character_79,秋水,event_82,残象潮,PARTicipates_IN,秋水解释残象潮的成因和影响,第1章,第6幕,1.0
character_68,忌炎,event_81,弯刀之役,PARTicipates_IN,忌炎提到弯刀之役时的景象与当前相似,第1章,第6幕,1.0
character_68,忌炎,event_83,角的预言,RELATES_TO,忌炎提到角的预言即将应验,第1章,第6幕,1.0
character_68,忌炎,location_86,北落峡谷,LOCATED_AT,忌炎在北落峡谷中指挥战斗,第1章,第7幕,1.0
character_3,秧秧,location_86,北落峡谷,LOCATED_AT,秧秧在北落峡谷中参与战斗,第1章,第7幕,1.0
character_85,鉴心,location_86,北落峡谷,LOCATED_AT,鉴心在北落峡谷中提出断后,第1章,第7幕,1.0
character_68,忌炎,location_87,悬浮废墟,LOCATED_AT,忌炎在悬浮废墟中指挥战斗,第1章,第7幕,1.0
character_3,秧秧,location_87,悬浮废墟,LOCATED_AT,秧秧在悬浮废墟中参与战斗,第1章,第7幕,1.0
character_68,忌炎,character_88,无相燹主,RELATES_TO,忌炎提及无相燹主的攻势,第1章,第7幕,1.0
character_68,忌炎,organization_89,夜归军,RELATES_TO,忌炎提及夜归军的剑术,第1章,第7幕,1.0
character_68,忌炎,event_81,弯刀之役,RELATES_TO,忌炎提及弯刀之役,第1章,第7幕,1.0
character_68,忌炎,character_90,无冠者,ENEMY,忌炎击败无冠者,第1章,第7幕,1.0
character_68,忌炎,character_91,无妄者·绝灭的兵刃,ENEMY,忌炎击败无妄者·绝灭的兵刃,第1章,第7幕,1.0
character_68,忌炎,item_92,月亮,RELATES_TO,忌炎提及月亮可能是敌人的核心,第1章,第7幕,1.0
character_68,忌炎,item_93,龙枪,OWNS,忌炎提及自己的龙枪被敌人复制,第1章,第7幕,1.0
character_68,忌炎,character_94,凿空,RELATES_TO,忌炎提及凿空创造道路的能力,第1章,第7幕,1.0
character_68,忌炎,character_3,秧秧,INTERACTS_WITH,忌炎和秧秧在战斗中互相配合,第1章,第7幕,1.0
character_68,忌炎,character_85,鉴心,INTERACTS_WITH,忌炎和鉴心在北落峡谷中交流,第1章,第7幕,1.0
character_2,炽霞,location_72,今州,LOCATED_AT,炽霞在今州解释中枢信标,第1章,第1幕,1.0
character_2,炽霞,character_17,漂泊者,INTERACTS_WITH,炽霞与漂泊者讨论边庭的情况,第1章,第1幕,1.0
character_3,秧秧,location_15,边庭,LOCATED_AT,秧秧在边庭办理手续,第1章,第1幕,1.0
character_3,秧秧,character_17,漂泊者,INTERACTS_WITH,秧秧与漂泊者讨论会面事宜,第1章,第1幕,1.0
character_17,漂泊者,location_15,边庭,LOCATED_AT,漂泊者被引导至边庭,第1章,第1幕,1.0
character_17,漂泊者,character_96,令尹,PARTicipates_IN,漂泊者与令尹有约见,第1章,第1幕,1.0
character_97,散华,character_17,漂泊者,INTERACTS_WITH,散华与漂泊者讨论令尹的事宜,第1章,第1幕,1.0
character_97,散华,character_96,令尹,MEMBER_OF,散华是令尹的贴身近卫,第1章,第1幕,1.0
character_17,漂泊者,item_99,信物,OWNS,令尹留给漂泊者信物,第1章,第1幕,1.0
item_98,全域通讯留言,character_17,漂泊者,RELATES_TO,漂泊者考虑全域通讯留言的录制问题,第1章,第1幕,1.0
character_17,漂泊者,character_60,阿布,INTERACTS_WITH,对话讨论寻找岁主的方法,第2章,第6幕,1.0
character_17,漂泊者,location_101,埃格拉小镇,LOCATED_AT,阿布提到适合起飞的地点,第2章,第6幕,1.0
character_17,漂泊者,character_102,夏空,INTERACTS_WITH,夏空自我介绍并与漂泊者对话,第2章,第6幕,1.0
character_17,漂泊者,character_103,珂莱塔,INTERACTS_WITH,珂莱塔讨论翡萨烈家主和谈判事宜,第2章,第6幕,1.0
character_17,漂泊者,location_104,波蒂维诺堡,LOCATED_AT,漂泊者被邀请前往波蒂维诺堡,第2章,第6幕,1.0
character_105,赛巴斯,location_104,波蒂维诺堡,LOCATED_AT,赛巴斯在波蒂维诺堡通知家主,第2章,第6幕,1.0
character_106,坎特蕾拉,location_104,波蒂维诺堡,LOCATED_AT,坎特蕾拉在波蒂维诺堡与漂泊者对话,第2章,第6幕,1.0
character_17,漂泊者,character_106,坎特蕾拉,INTERACTS_WITH,坎特蕾拉与漂泊者讨论多个话题,第2章,第6幕,1.0
character_106,坎特蕾拉,character_107,吉尔贝,RELATES_TO,讨论吉尔贝的精神状况,第2章,第6幕,1.0
character_17,漂泊者,location_108,拉古那,RELATES_TO,讨论拉古那的现状,第2章,第6幕,1.0
character_17,漂泊者,location_109,瑝珑今州,RELATES_TO,漂泊者提及瑝珑今州的茶,第2章,第6幕,1.0
character_106,坎特蕾拉,location_110,索诺拉,RELATES_TO,坎特蕾拉提到索诺拉和翡萨烈地底的直通道,第2章,第6幕,1.0
character_106,坎特蕾拉,location_111,阿维纽林,LOCATED_AT,坎特蕾拉提到在阿维纽林目睹第二次黑潮,第2章,第6幕,1.0
character_106,坎特蕾拉,item_112,提尔芬,RELATES_TO,坎特蕾拉尝试与提尔芬共鸣,第2章,第6幕,1.0
character_106,坎特蕾拉,character_113,卡提希娅,RELATES_TO,讨论卡提希娅可能与第二次黑潮有关,第2章,第6幕,1.0
character_106,坎特蕾拉,character_114,岁主,RELATES_TO,坎特蕾拉讨论岁主和黑潮,第2章,第6幕,1.0
character_106,坎特蕾拉,character_115,角,RELATES_TO,坎特蕾拉请求漂泊者劝说角,第2章,第6幕,1.0
character_17,漂泊者,item_116,咕咕河豚,RELATES_TO,漂泊者和坎特蕾拉讨论咕咕河豚,第2章,第6幕,1.0
character_118,赞妮,location_121,埃弗拉德金库,LOCATED_AT,赞妮是银行的员工,第2章,第3幕,1.0
character_119,诺亚,location_121,埃弗拉德金库,LOCATED_AT,诺亚是声骸船，载着角色前往金库,第2章,第3幕,1.0
character_17,漂泊者,location_121,埃弗拉德金库,LOCATED_AT,漂泊者与守门人对话，表明其在金库,第2章,第3幕,1.0
character_120,守门人,location_121,埃弗拉德金库,LOCATED_AT,守门人是金库的守门人,第2章,第3幕,1.0
character_118,赞妮,event_122,声骸失控事件,PARTicipates_IN,赞妮提到了声骸失控事件,第2章,第3幕,1.0
character_17,漂泊者,event_122,声骸失控事件,PARTicipates_IN,漂泊者与守门人对话，表明其与事件有关,第2章,第3幕,1.0
character_124,珂莱塔·莫塔里,organization_123,莫塔里家族,MEMBER_OF,珂莱塔是莫塔里家族的次女,第2章,第3幕,1.0
character_124,珂莱塔·莫塔里,character_17,漂泊者,INTERACTS_WITH,珂莱塔与漂泊者对话,第2章,第3幕,1.0
character_128,激动的造匠,organization_127,残星会,MEMBER_OF,激动的造匠是残星会成员,第2章,第3幕,1.0
character_129,混乱的造匠,organization_127,残星会,MEMBER_OF,混乱的造匠是残星会成员,第2章,第3幕,1.0
character_124,珂莱塔·莫塔里,item_130,珠宝套装,OWNS,珂莱塔要求赞妮准备珠宝套装,第2章,第3幕,1.0
character_124,珂莱塔·莫塔里,item_131,香水,OWNS,珂莱塔要求赞妮准备香水,第2章,第3幕,1.0
character_124,珂莱塔·莫塔里,location_132,化妆间,LOCATED_AT,珂莱塔要求赞妮去化妆间准备物品,第2章,第3幕,1.0
character_133,科波拉先生,organization_123,莫塔里家族,MEMBER_OF,科波拉先生是珂莱塔的叔父，属于莫塔里家族,第2章,第3幕,1.0
character_107,吉尔贝,organization_125,翡萨烈家族,MEMBER_OF,吉尔贝是翡萨烈家族的贵族,第2章,第3幕,1.0
character_3,秧秧,location_135,祈池村,LOCATED_AT,秧秧在祈池村感知到不祥气息,第1章,第3幕,1.0
character_3,秧秧,location_18,无音区,LOCATED_AT,秧秧和漂泊者在无音区清理残象,第1章,第3幕,1.0
item_136,残破的木牌,location_135,祈池村,LOCATED_AT,残破的木牌出现在祈池村,第1章,第3幕,1.0
character_137,奇怪的残象,location_135,祈池村,LOCATED_AT,奇怪的残象在祈池村发出求救信号,第1章,第3幕,1.0
character_3,秧秧,character_137,奇怪的残象,INTERACTS_WITH,秧秧与奇怪的残象进行对话,第1章,第3幕,1.0
character_3,秧秧,organization_138,炽霞,RELATES_TO,秧秧要将祈池村的事态同步告知炽霞,第1章,第3幕,1.0
organization_139,造匠,organization_127,残星会,MEMBER_OF,造匠是残星会中的边缘成员,第1章,第3幕,1.0
organization_140,会监,organization_127,残星会,MEMBER_OF,会监是残星会的领导者,第1章,第3幕,1.0
character_141,伤痕,organization_140,会监,MEMBER_OF,伤痕是残星会会监之一,第1章,第3幕,1.0
character_141,伤痕,character_3,秧秧,ENEMY,伤痕对秧秧构成威胁,第1章,第3幕,1.0
character_141,伤痕,location_135,祈池村,LOCATED_AT,伤痕在祈池村出现,第1章,第3幕,1.0
character_80,今汐,character_17,漂泊者,RELATES_TO,今汐给漂泊者信物,第1章,第3幕,1.0
character_143,守岸人,character_60,阿布,INTERACTS_WITH,守岸人与阿布有关联，感知到阿布的频率异常,第2章,第1幕,1.0
character_143,守岸人,character_17,漂泊者,INTERACTS_WITH,守岸人与漂泊者通讯并提供信息,第2章,第1幕,1.0
character_17,漂泊者,location_65,黑海岸,LOCATED_AT,漂泊者在黑海岸与守岸人见面,第2章,第1幕,1.0
character_143,守岸人,location_144,泰缇斯,LOCATED_AT,守岸人在泰缇斯的底层空间中找到了记录,第2章,第1幕,1.0
character_17,漂泊者,location_145,黎那汐塔,PARTicipates_IN,漂泊者计划前往黎那汐塔寻找阿布身份的信息,第2章,第1幕,1.0
organization_123,莫塔里家族,location_108,拉古那,LOCATED_AT,莫塔里家族是拉古那城中最为兴盛的家族之一,第2章,第1幕,1.0
character_17,漂泊者,organization_123,莫塔里家族,ALLY,莫塔里家族邀请漂泊者参加狂欢节，视其为尊贵的客人与永恒的朋友,第2章,第1幕,1.0
character_17,漂泊者,item_149,附带香气的神秘邀请函,OWNS,漂泊者收到了莫塔里家族的邀请函,第2章,第1幕,1.0
character_17,漂泊者,organization_148,埃弗拉德银行,RELATES_TO,漂泊者可以在埃弗拉德银行提取莫塔里家族准备的启动资金,第2章,第1幕,1.0
character_147,库默尼,location_65,黑海岸,MEMBER_OF,库默尼为黑海岸赚钱，属于黑海岸,第2章,第1幕,1.0
character_79,秋水,character_17,漂泊者,INTERACTS_WITH,秋水为漂泊者准备前往黎那汐塔的船只,第2章,第1幕,1.0
character_151,布兰特,character_60,阿布,INTERACTS_WITH,对话交流,第2章,第13幕,1.0
character_151,布兰特,character_17,漂泊者,INTERACTS_WITH,对话交流,第2章,第13幕,1.0
character_60,阿布,character_17,漂泊者,INTERACTS_WITH,对话交流,第2章,第13幕,1.0
character_60,阿布,location_152,玛格烈特餐厅,LOCATED_AT,阿布想要去的地方,第2章,第13幕,1.0
character_17,漂泊者,location_48,七丘,LOCATED_AT,漂泊者之前所在的地点,第2章,第13幕,1.0
item_153,文明之匣,location_48,七丘,LOCATED_AT,在七丘拿到的岁主旧物,第2章,第13幕,1.0
character_154,泰缇斯,item_153,文明之匣,RELATES_TO,泰缇斯打不开文明之匣,第2章,第13幕,1.0
character_17,漂泊者,character_113,卡提希娅,INTERACTS_WITH,漂泊者准备去找卡提希娅,第2章,第13幕,1.0
character_17,漂泊者,location_108,拉古那,LOCATED_AT,漂泊者和阿布在拉古那城,第2章,第13幕,1.0
character_60,阿布,location_108,拉古那,LOCATED_AT,阿布和漂泊者在拉古那城,第2章,第13幕,1.0
character_157,洛可可,organization_158,愚人剧团,MEMBER_OF,洛可可是愚人剧团的成员,第2章,第13幕,1.0
character_151,布兰特,organization_158,愚人剧团,MEMBER_OF,布兰特是愚人剧团的成员,第2章,第13幕,1.0
character_151,布兰特,character_157,洛可可,INTERACTS_WITH,对话交流,第2章,第13幕,1.0
character_17,漂泊者,item_160,噩梦清醒仪,RELATES_TO,漂泊者被噩梦清醒仪唤醒,第2章,第13幕,1.0
item_161,石碑,entity_165,璀璨擢升之途,RELATES_TO,石碑上刻有关于「璀璨擢升之途」的铭文,第2章,第13幕,1.0
item_161,石碑,entity_166,至福永恒之城,RELATES_TO,石碑上刻有关于「至福永恒之城」的铭文,第2章,第13幕,1.0
organization_162,苦信者集群,entity_167,代行者,RELATES_TO,苦信者集群请求代行者开启天国的门扉,第2章,第13幕,1.0
organization_138,炽霞,location_5,今州城,LOCATED_AT,炽霞在今州城与主角会合,第1章,第4幕,1.0
character_3,秧秧,location_5,今州城,LOCATED_AT,秧秧在今州城与主角会合,第1章,第4幕,1.0
organization_138,炽霞,character_17,漂泊者,INTERACTS_WITH,炽霞与漂泊者讨论残星会和祈池村的情况,第1章,第4幕,1.0
character_3,秧秧,character_17,漂泊者,INTERACTS_WITH,秧秧与漂泊者讨论残星会和祈池村的情况,第1章,第4幕,1.0
organization_127,残星会,location_135,祈池村,RELATES_TO,残星会在祈池村进行活动,第1章,第4幕,1.0
organization_127,残星会,character_169,造匠,MEMBER_OF,造匠是残星会通过机械改造的人,第1章,第4幕,1.0
character_141,伤痕,organization_127,残星会,MEMBER_OF,伤痕是残星会的成员,第1章,第4幕,1.0
character_17,漂泊者,item_170,日晷,OWNS,漂泊者拥有日晷这个关键物品,第1章,第4幕,1.0
character_17,漂泊者,item_171,瑝珑类书,RELATES_TO,漂泊者可能从瑝珑类书中了解自己的身份,第1章,第4幕,1.0
character_96,令尹,item_171,瑝珑类书,RELATES_TO,令尹掌握瑝珑类书的开放权限,第1章,第4幕,1.0
location_5,今州城,location_15,边庭,RELATES_TO,今州城的政治中心是边庭,第1章,第4幕,1.0
character_60,阿布,character_17,漂泊者,INTERACTS_WITH,阿布与漂泊者一起行动并交谈,第1章,第9幕,1.0
character_60,阿布,location_175,美食街,LOCATED_AT,阿布提议去美食街吃饭,第1章,第9幕,1.0
character_17,漂泊者,location_176,乘霄山,PARTicipates_IN,漂泊者计划前往乘霄山寻找岁主,第1章,第9幕,1.0
character_80,今汐,location_176,乘霄山,LOCATED_AT,今汐去往乘霄山,第1章,第9幕,1.0
character_97,散华,location_15,边庭,LOCATED_AT,散华在边庭与漂泊者交谈,第1章,第9幕,1.0
character_97,散华,entity_180,引路人,INTERACTS_WITH,散华提到引路人可能在渡口,第1章,第9幕,1.0
entity_180,引路人,location_178,渡口,LOCATED_AT,引路人可能在渡口,第1章,第9幕,1.0
location_176,乘霄山,location_177,怨鸟泽,LOCATED_AT,乘霄山在怨鸟泽东面的海上,第1章,第9幕,1.0
character_60,阿布,character_173,九思,INTERACTS_WITH,阿布和九思交谈关于乘霄山,第1章,第9幕,1.0
character_60,阿布,character_174,庆祥,INTERACTS_WITH,阿布和庆祥交谈关于声骸,第1章,第9幕,1.0
character_17,漂泊者,character_97,散华,INTERACTS_WITH,漂泊者和散华交谈关于今汐和乘霄山,第1章,第9幕,1.0
character_181,转播布莱恩,location_182,烈日酒馆,LOCATED_AT,转播布莱恩在烈日酒馆进行赛事转播,第2章,第9幕,1.0
character_60,阿布,location_182,烈日酒馆,LOCATED_AT,阿布和漂泊者在烈日酒馆讨论赛事,第2章,第9幕,1.0
character_17,漂泊者,location_182,烈日酒馆,LOCATED_AT,漂泊者和阿布在烈日酒馆讨论赛事,第2章,第9幕,1.0
organization_183,磕磕撞撞,entity_195,赛事转播台,PARTicipates_IN,磕磕撞撞在赛事转播台连胜二十一场,第2章,第9幕,1.0
organization_184,伏尔甘矿业,entity_195,赛事转播台,PARTicipates_IN,伏尔甘矿业将在赛事转播台面对磕磕撞撞,第2章,第9幕,1.0
character_185,黑海岸成员,character_17,漂泊者,INTERACTS_WITH,黑海岸成员通过通讯与漂泊者讨论卡提希娅的情况,第2章,第9幕,1.0
character_113,卡提希娅,character_185,黑海岸成员,INTERACTS_WITH,卡提希娅通过通讯与黑海岸成员讨论自己的情况,第2章,第9幕,1.0
character_113,卡提希娅,location_186,颠倒塔,LOCATED_AT,卡提希娅被建议在颠倒塔休养,第2章,第9幕,1.0
item_187,英白拉多,location_186,颠倒塔,RELATES_TO,英白拉多与颠倒塔的索诺拉形成有关,第2章,第9幕,1.0
character_113,卡提希娅,item_188,鸣式利维亚坦,RELATES_TO,卡提希娅感应到鸣式利维亚坦的残留力量,第2章,第9幕,1.0
character_17,漂泊者,entity_196,码头,LOCATED_AT,漂泊者前往码头准备出海,第2章,第9幕,1.0
character_17,漂泊者,location_108,拉古那,RELATES_TO,漂泊者提到拉古那，考虑是否需要其朋友帮忙,第2章,第9幕,1.0
character_190,芬莱克,organization_127,残星会,ENEMY,芬莱克提到残星会，表现出敌意,第2章,第9幕,1.0
character_191,弗洛洛,character_17,漂泊者,INTERACTS_WITH,弗洛洛与漂泊者讨论合作,第2章,第9幕,1.0
character_191,弗洛洛,character_192,修会追兵,ENEMY,修会追兵追捕弗洛洛,第2章,第9幕,1.0
character_17,漂泊者,location_193,隐海试验场,LOCATED_AT,漂泊者思考隐海试验场与修会的关系,第2章,第9幕,1.0
organization_138,炽霞,location_197,攀花饭馆,LOCATED_AT,炽霞在攀花饭馆与秧秧和漂泊者见面,第1章,第2幕,1.0
character_3,秧秧,location_197,攀花饭馆,LOCATED_AT,秧秧在攀花饭馆与炽霞和漂泊者见面,第1章,第2幕,1.0
organization_138,炽霞,character_3,秧秧,INTERACTS_WITH,炽霞和秧秧在攀花饭馆讨论计划,第1章,第2幕,1.0
organization_138,炽霞,character_17,漂泊者,INTERACTS_WITH,炽霞和漂泊者在攀花饭馆讨论计划,第1章,第2幕,1.0
character_3,秧秧,character_17,漂泊者,INTERACTS_WITH,秧秧和漂泊者在攀花饭馆讨论计划,第1章,第2幕,1.0
character_9,白芷,location_198,华胥研究院,LOCATED_AT,白芷在华胥研究院工作,第1章,第2幕,1.0
organization_138,炽霞,location_198,华胥研究院,RELATES_TO,炽霞提到华胥研究院和白芷,第1章,第2幕,1.0
character_3,秧秧,location_5,今州城,LOCATED_AT,秧秧在今州城内讨论计划,第1章,第2幕,1.0
organization_138,炽霞,location_5,今州城,LOCATED_AT,炽霞在今州城内讨论计划,第1章,第2幕,1.0
character_17,漂泊者,location_5,今州城,LOCATED_AT,漂泊者在今州城内讨论计划,第1章,第2幕,1.0
organization_138,炽霞,location_199,市集,RELATES_TO,炽霞提到市集有莽吉柿出售,第1章,第2幕,1.0
character_3,秧秧,location_18,无音区,RELATES_TO,秧秧提到无音区附近的树木,第1章,第2幕,1.0
character_17,漂泊者,location_4,云陵谷,RELATES_TO,秧秧提到云陵谷与漂泊者的梦境有关,第1章,第2幕,1.0
character_17,漂泊者,location_73,北落野,RELATES_TO,秧秧提到北落野与漂泊者的梦境有关,第1章,第2幕,1.0
organization_138,炽霞,location_200,训练营,LOCATED_AT,炽霞在训练营附近听到哀嚎,第1章,第2幕,1.0
character_3,秧秧,location_200,训练营,LOCATED_AT,秧秧在训练营附近讨论,第1章,第2幕,1.0
character_201,严彦,location_200,训练营,LOCATED_AT,严彦是训练营的教官,第1章,第2幕,1.0
character_17,漂泊者,character_202,今令尹,RELATES_TO,今令尹给漂泊者通行权限,第1章,第2幕,1.0
character_203,忌炎将军,location_73,北落野,LOCATED_AT,忌炎将军在北落野带领兵士,第1章,第2幕,1.0
character_204,小道士,location_73,北落野,RELATES_TO,小道士想要出城去北落野寻人,第1章,第2幕,1.0
character_204,小道士,item_205,锅盔,OWNS,小道士拥有锅盔,第1章,第2幕,1.0
character_204,小道士,item_206,贝币,OWNS,小道士拥有贝币,第1章,第2幕,1.0
character_204,小道士,item_207,云纹离邪镜,OWNS,小道士拥有云纹离邪镜,第1章,第2幕,1.0
character_201,严彦,organization_89,夜归军,MEMBER_OF,严彦是夜归军的教官,第1章,第2幕,1.0
character_203,忌炎将军,organization_89,夜归军,MEMBER_OF,忌炎将军是夜归军的将领,第1章,第2幕,1.0
character_157,洛可可,character_209,佩洛,OWNS,洛可可是箱子的主人,第2章,第4幕,1.0
